Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,Live n Kickin,Kingfish,1977,Blues Rock,US,"Grateful Dead, New Riders of the Purple Sage, The Band, Little Feat, The Allman Brothers Band",A2,https://i.discogs.com/eLSbHi4ThpE0e5v2vsRmaiCjVOf1F7Qea8IhpV_rP20/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNzkz/NTktMTQ1ODgxNTg1/MS0xOTQxLmpwZWc.jpeg,Been Filled
Record,Things that play themselves,King Snake Roost,1989,"Alternative Rock, Noise Rock",US,"The Jesus Lizard, Shellac, Big Black, The Melvins, Mudhoney",A2,https://lastfm.freetls.fastly.net/i/u/300x300/2811d6e5cc0af9a906e51910cce136f7.jpg,Been Filled
Record,Dynamite From Nightmareland,Kill for Thrills,1990,Hard Rock,US,"Guns N' Roses, Mötley Crüe, Skid Row, Faster Pussycat, L.A. Guns",A2,https://lastfm.freetls.fastly.net/i/u/300x300/08ee7a5f9303443a9e3d704ff03c953c.jpg,Been Filled
Record,With the Naked Eye,Greg Kihn,1979,"New Wave, Pop Rock",US,"The Knack, The Romantics, The Plimsouls, The Beat, The Records",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/26/26/af/2626afec-6707-52f2-0cf5-c6f1ff0d1e00/084854250873.png/600x600bb.jpg,Been Filled
Record,Rockihn Roll,Greg Kihn,0,Pop Rock,US,"The Knack, The Romantics, The Plimsouls, The Beat, The Records",A2,https://i.discogs.com/UAhWe5gDPYABP6KqM_IKpWAFW-RYZZn194AurA6k04Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMzc1/MDAtMTU4NDM2NDY2/NC00OTU3LmpwZWc.jpeg,Been Filled
Record,Next of Kihn,Greg Kihn,1978,"New Wave, Power Pop",US,"The Knack, The Romantics, The Plimsouls, The Beat, The Records",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/64/7b/d4/647bd4cd-3514-1cc5-32d9-3c7af8fd2332/084854260254.png/600x600bb.jpg,Been Filled
Record,Kihntinued,Greg Kihn,1982,"New Wave, Power Pop, Pop Rock",US,"The Knack, The Romantics, The Plimsouls, The Beat, The Records",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/07/a1/51/07a15141-095c-29ec-079b-1115f68b9c08/084854229305.png/600x600bb.jpg,Been Filled
Record,Spin the World,Royal Crescent Mob,1989,Indie Rock,US,"The Replacements, The Pixies, Dinosaur Jr., The Lemonheads, The Feelies",A2,https://lastfm.freetls.fastly.net/i/u/300x300/63a3c8e6951b4a2780d3054f3ca39de2.jpg,Been Filled
Record,David Johansen,David Johansen,1978,Pop Rock,US,"New York Dolls, Lou Reed, Iggy Pop, The Stooges, The Heartbreakers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/7f/c1/f8/7fc1f89a-fbca-9523-fa4c-060ff04e7205/mzi.glnmsihi.jpg/600x600bb.jpg,Been Filled
Record,Setting Sons,Jam,1979,Mod,UK,"The Who, The Kinks, The Small Faces, The Creation, The Pretty Things",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/4c/ca/aa/4ccaaa1c-0dfc-b66b-1678-cdf2394bd2c3/00602547088390.rgb.jpg/600x600bb.jpg,Been Filled
Record,Dig the New Breed,The Jam,1982,"Mod, Punk",UK,"The Clash, The Buzzcocks, The Undertones, The Ruts, The Stranglers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/58/d8/8a/58d88aa8-0f5d-7ffc-ac84-2e769958f1a1/00042281004124.rgb.jpg/600x600bb.jpg,Been Filled
Record,British Singles,The Jam,2013,"Hip Hop, Rock",Canada,"The Clash, The Buzzcocks, The Undertones, The Ruts, The Stranglers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1b/a9/5c/1ba95cac-b245-d386-63fb-6b857aa9dce8/634904078065.png/600x600bb.jpg,Been Filled
Record,No tie like a present,Jags,1981,"New Wave, Power Pop, Mod",US,"The Jam, The Undertones, The Chords, The Lambrettas, Secret Affair",A2,https://i.discogs.com/K0eugqXjCjM_E4Q9wwKOcfjYs-ZpVPHy6j7R5HANH0M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNzc1/MTgtMTMyMzA1MjQ5/Ni5qcGVn.jpeg,Been Filled
Record,Love Like Blood,Killing Joke,1985,"New Wave, Post-Punk",UK,"Joy Division, Bauhaus, The Sisters of Mercy, The Cult, Siouxsie and the Banshees",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/75/92/6c7592b4-0430-8593-227e-44fcd2b10810/5400863147068_cover.jpg/600x600bb.jpg,Been Filled
Record,Eighties,Killing Joke,1984,"Post-Punk, Synth-pop",UK,"Joy Division, Bauhaus, The Sisters of Mercy, The Cult, Siouxsie and the Banshees",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/75/92/6c7592b4-0430-8593-227e-44fcd2b10810/5400863147068_cover.jpg/600x600bb.jpg,Been Filled
Record,Guts for Love,Garland Jeffreys,1982,Pop Rock,Europe,"Bruce Springsteen, Southside Johnny, Graham Parker, Joe Jackson, Elvis Costello",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/68/b3/57/68b357dc-87e4-054d-db19-c587b79c5265/886443497115.jpg/600x600bb.jpg,Been Filled
Record,Can You Feel It,Ray Barretto,1978,"Soul-Jazz, Funk, Disco",US,"Fela Kuti, James Brown, Parliament-Funkadelic, Sly & The Family Stone, War",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/95/6e/d7/mzi.eulhflrr.jpg/600x600bb.jpg,Been Filled
Record,Another Age,The Jasmine Minks,1988,Indie Rock,UK,"The Smiths, The Wedding Present, The Housemartins, The Pastels, The June Brides",A2,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/80/60/e6/8060e62d-28af-4def-efb7-4d04962011bf/191018394691.jpg/600x600bb.jpg,Been Filled
Record,"One Two Three Four Five Six Seven, All Good Preachers Go To Heaven",Jasmine Minks,1984,"Lo-Fi, Indie Rock",UK,"The Smiths, The Wedding Present, The Housemartins, The Pastels, The June Brides",A2,https://i.discogs.com/kDhXDotUAZVY-7CpeWxPF97cxBHLUicGosvS2gsxmg8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMTI2/NDItMTQ0MTYzNjU2/MS05MDk0LmpwZWc.jpeg,Been Filled
Record,Rosemary Lane,Bert Jansch,1979,"Folk, World, & Country",Spain,"Nick Drake, John Martyn, Pentangle, Fairport Convention, Richard Thompson",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ab/bf/84/abbf842b-991f-bad1-3120-e28da02a8614/4050538444506.jpg/600x600bb.jpg,Been Filled
Record,Lost Cause,Jandek,1992,Lo-Fi,US,"Daniel Johnston, The Mountain Goats, Smog, Palace Music, Silver Jews",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/67/1e/bf/671ebf64-7b8e-40a1-0740-b737785ea4de/886448806776.jpg/600x600bb.jpg,Been Filled
Record,Blue Corpse,Jandek,1987,"Acoustic, Lo-Fi",US,"Daniel Johnston, The Mountain Goats, Smog, Palace Music, Silver Jews",A2,https://lastfm.freetls.fastly.net/i/u/300x300/9bb4f80471e24e6b94758c56a990b672.jpg,Been Filled
Record,Dream Hog,Suburbs,1982,Alternative Rock,US,"The Replacements, Hüsker Dü, The Feelies, The dB's, The Bongos",A2,https://i.discogs.com/MBa6fNCjbao-ARhFWobv_eqk0agUrxEjC0B0zc7HzUM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4ODA4/MDMtMTUxMTI1Njc3/MS04NTc3LmpwZWc.jpeg,Been Filled
Record,Mother of Destruction,Miracle Room,1990,"Post Rock, Noise Rock, Avantgarde",US,"Sonic Youth, Swans, Big Black, The Jesus Lizard, Shellac",A2,https://i.discogs.com/eIISEQY-AWYyhf9vVdARplXDyAurs2lCkSpT08DtPKY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwODEy/MTgtMTMyNzgyMzY1/Ni5qcGVn.jpeg,Been Filled
Record,Still Standing,Jason and the Scorchers,1986,Country Rock,US,"The Long Ryders, The Blasters, Lone Justice, Rank and File, Green on Red",A2,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/b6/0c/81/b60c8197-7403-fa19-6233-c100f4667ebe/00724354121050.jpg/600x600bb.jpg,Been Filled
Record,Lost and Found,Jason and the Scorchers,1985,"Alternative Rock, Country Rock, Rock & Roll",US,"The Long Ryders, The Blasters, Lone Justice, Rank and File, Green on Red",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f7/b9/c1/f7b9c105-1d77-d1ec-182c-71a4c16c90ae/23UMGIM61360.rgb.jpg/600x600bb.jpg,Been Filled
Record,Fervor,Jason and the Scorchers,1984,Country Rock,US,"The Long Ryders, The Blasters, Lone Justice, Rank and File, Green on Red",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/46/56/50/465650e7-bf27-cd99-0790-ae590cbeab5a/23UMGIM61320.rgb.jpg/600x600bb.jpg,Been Filled
Record,Jasmine Minks,Jasmine Minks,1986,Indie Rock,UK,"The Smiths, The Wedding Present, The Housemartins, The Pastels, The June Brides",A2,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/80/60/e6/8060e62d-28af-4def-efb7-4d04962011bf/191018394691.jpg/600x600bb.jpg,Been Filled
Record,In Style,David Johansen,1979,"Pop Rock, Synth-pop",Europe,"New York Dolls, Lou Reed, Iggy Pop, The Stooges, The Heartbreakers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/c0/2c/f6/mzi.fkgtumrk.jpg/600x600bb.jpg,Been Filled
Record,From Luxury to Heartache,Culture Club,1986,"Europop, Synth-pop",Europe,"Duran Duran, Spandau Ballet, ABC, The Human League, Soft Cell",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b8/af/89/b8af8936-cb6d-526e-6ebd-80915cc662c3/00077778670452.jpg/600x600bb.jpg,Been Filled
Record,Illusions,Arthur Blythe,1980,"Free Jazz, Contemporary Jazz",US,"Ornette Coleman, John Coltrane, Albert Ayler, Pharoah Sanders, Sun Ra",A2,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/1f/92/84/1f9284c5-f2a6-2d98-47a6-6d1cdb552cb6/886446194400.jpg/600x600bb.jpg,Been Filled
Record,Burchfield Nines,Michael Franks,1978,"Ballad, Vocal",US,"Steely Dan, Donald Fagen, Boz Scaggs, Al Jarreau, Kenny Loggins",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/3c/f5/8a/mzi.bfvdnefs.jpg/600x600bb.jpg,Been Filled
Record,Jazzateers,Jazzateers,1983,Indie Rock,UK,"Orange Juice, Aztec Camera, The Go-Betweens, The Smiths, The Bluebells",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/48/e2/88/48e28894-197d-7ef9-8908-5087b3d8f17a/5013929162235.jpg/600x600bb.jpg,Been Filled
Record,Thunder and Fire,Jason and the Scorchers,1989,"Hard Rock, Southern Rock, Blues Rock",Europe,"The Black Crowes, The Georgia Satellites, The Fabulous Thunderbirds, Stevie Ray Vaughan, The Allman Brothers Band",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/b0/be/7b/b0be7b44-9108-a950-f5f5-fd14a8e73a23/00075021526426.rgb.jpg/600x600bb.jpg,Been Filled
Record,Like Gangbusters,Joboxers,1983,"New Wave, Pop Rock",Europe,"Madness, The Specials, The Beat, The Selecter, The Bodysnatchers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/11/33/7a/11337a8a-bc2f-ab0e-d2ee-e9a5c57bbf60/886443350465.jpg/600x600bb.jpg,Been Filled
Record,Still Life,Jiva,1978,Pop Rock,US,"The Raspberries, Badfinger, Big Star, The Knack, The Records",A2,https://lastfm.freetls.fastly.net/i/u/300x300/e4c75b3d41343ca22fec50267c41502f.jpg,Been Filled
Record,Sundown on Venus,The Jet Black Berries,1984,"New Wave, Country Rock, Goth Rock, Punk, Rock & Roll",US,"The Cramps, The Gun Club, The Fleshtones, The Fuzztones, The Lyres",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/93/9f/f5/939ff5f0-ac7d-9159-e54b-6632c569b9b4/193428637047.jpg/600x600bb.jpg,Been Filled
Record,Never Enough,Jesus Jones,2002,"Alternative Rock, Synth-pop, Breakbeat, Electro",UK,"EMF, The Shamen, Pop Will Eat Itself, The Farm, The Happy Mondays",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/af/07/f3/af07f347-b520-99a8-e575-a82664587480/888072068360.jpg/600x600bb.jpg,Been Filled
Record,Liquidizer,Jesus Jones,1989,"Alternative Rock, Industrial, Indie Rock",UK,"EMF, The Shamen, Pop Will Eat Itself, The Farm, The Happy Mondays",A2,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/c5/34/6c/c5346c65-476b-d95d-80ea-0d576aa823f6/0077779323852_1415x1415_300dpi.jpg/600x600bb.jpg,Been Filled
Record,Info Psycho,Jesus Jones,1989,Alternative Rock,UK,"EMF, The Shamen, Pop Will Eat Itself, The Farm, The Happy Mondays",A2,https://i.discogs.com/lkn7Kc2nF1oj9mIWNC8iT4cOlEtRki2ORSrr5WmAo0s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU2NDI0/NC0xMTMyMDI3ODA1/LmpwZWc.jpeg,Been Filled
Record,Somebody Else's Dream,Jerry Kelly,1978,Pop Rock,US,"Billy Joel, Elton John, Paul Simon, James Taylor, Jackson Browne",A2,https://i.discogs.com/A94bswvxzU-nuSsZvolRZC4-E9RNppn3s_XVw6ogTsM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MzQ0/NjItMTM1Mzk3OTEz/NC03NzQxLmpwZWc.jpeg,Been Filled
Record,Big World,Joe Jackson,1986,Pop Rock,Germany,"Elvis Costello, Graham Parker, Nick Lowe, Squeeze, The Pretenders",A2,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/8f/36/05/8f3605d8-7efc-9505-9dca-42e687d1e058/00602547387899.rgb.jpg/600x600bb.jpg,Been Filled
Record,Beat Crazy,Joe Jackson,1980,"Power Pop, Ska",Europe,"Elvis Costello, Graham Parker, Nick Lowe, Squeeze, The Pretenders",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/cb/f6/d9/cbf6d9a4-c416-9f0e-d69c-b5dded238a63/00075021324121.rgb.jpg/600x600bb.jpg,Been Filled
Record,Ghost Writer,Garland Jeffreys,1977,"Pop Rock, Rock & Roll",US,"Bruce Springsteen, Southside Johnny, Graham Parker, Joe Jackson, Elvis Costello",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/52/04/df/5204df68-eca4-cd19-cce0-2bf3e7169b45/00602537189793.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Human Jungle,The Jazz Butcher,1985,"Blues Rock, New Wave",UK,"The Fall, The Teardrop Explodes, Echo & The Bunnymen, The Psychedelic Furs, The Chameleons",A2,https://lastfm.freetls.fastly.net/i/u/300x300/ca2cc28f6876472aa8fde702330e4a48.jpg,Been Filled
Record,Conspiracy,The Jazz Butcher,1986,Alternative Rock,UK,"The Fall, The Teardrop Explodes, Echo & The Bunnymen, The Psychedelic Furs, The Chameleons",A2,https://is1-ssl.mzstatic.com/image/thumb/Features/38/48/32/dj.qedanbav.jpg/600x600bb.jpg,Been Filled
Record,Gotta Let This Hen Out,Robyn Hitchcock and the Egyptians,1985,Alternative Rock,US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b5/b3/c1/b5b3c1c3-346a-5daf-a9f9-77ba8a0de0c9/634457261723.jpg/600x600bb.jpg,Been Filled
Record,Fegmania,Robyn Hitchcock and the Egyptians,1985,"Alternative Rock, Indie Rock",UK,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/84/c3/e6/84c3e621-3f32-6dbd-e6f2-6fcfe709a14e/634457261525.jpg/600x600bb.jpg,Been Filled
Record,Exploding in Silence,Robyn Hitchcock,1986,"Psychedelic Rock, Indie Rock",US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://i.discogs.com/P41WZiKLTQB1axedrmc5Q0fn3Hmh78Leze6MfVJ7dxw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDU3/MDMtMTI5OTQ1ODM0/Mi5qcGVn.jpeg,Been Filled
Record,Night and Day,Joe Jackson,1982,"New Wave, Pop Rock",Europe,"Elvis Costello, Graham Parker, Nick Lowe, Squeeze, The Pretenders",A2,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/d5/41/93/d54193af-cb6a-23c1-c39a-1f778b013163/00602498012314.rgb.jpg/600x600bb.jpg,Been Filled
Record,Honk,Honk,1974,"Psychedelic Rock, Prog Rock, Blues Rock, Soft Rock",US,"Little Feat, The Allman Brothers Band, The Band, The Grateful Dead, The Doobie Brothers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1b/2a/2b/1b2a2b64-dd96-f8bf-a87e-74cfe09e5514/8720923230217.png/600x600bb.jpg,Been Filled
Record,The Original Soundtrack from Five Summer Stories,Honk,2005,Stage & Screen,US,"Little Feat, The Allman Brothers Band, The Band, The Grateful Dead, The Doobie Brothers",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/f0/fb/d0/mzi.mzyndwna.jpg/600x600bb.jpg,Been Filled
Record,The Tin Man was a Dreamer,Nicky Hopkins,1973,Pop Rock,US,"The Rolling Stones, The Beatles, The Who, The Kinks, The Faces",A2,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ff/1d/1d/ff1d1d8e-7ace-7b46-52f0-050a45e26b04/artwork.jpg/600x600bb.jpg,Been Filled
Record,Blaze of Glory,Joe Jackson,1989,"Alternative Rock, New Wave, Pop Rock, Ballad, Soul-Jazz",Europe,"Elvis Costello, Graham Parker, Nick Lowe, Squeeze, The Pretenders",A2,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a0/cd/01/a0cd01ca-f0bf-f7a5-7e55-0359423e3be2/00075021524927.rgb.jpg/600x600bb.jpg,Been Filled
Record,Aliens,Horslips,1977,"Folk Rock, Prog Rock",UK,"Jethro Tull, Fairport Convention, Steeleye Span, Pentangle, The Incredible String Band",A2,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/da/84/06/da8406c6-4716-32a9-ad4c-dbd72e98a1a6/190374216128.png/600x600bb.jpg,Been Filled
Record,The Book of Invasions,Horslips,1976,"Folk Rock, Prog Rock",UK,"Jethro Tull, Fairport Convention, Steeleye Span, Pentangle, The Incredible String Band",A2,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/b8/7d/49/b87d497e-0e05-5976-811a-23480b33779f/190374216104.png/600x600bb.jpg,Been Filled
Record,Rock and Roll Adult,Garland Jeffreys,1981,Blues Rock,Europe,"Bruce Springsteen, Southside Johnny, Graham Parker, Joe Jackson, Elvis Costello",A2,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/db/fd/54/dbfd5435-e938-cc7b-072d-29cd2e4c571b/886443497108.jpg/600x600bb.jpg,Been Filled
Record,Ol' Waylon,Waylon Jennings,1977,"Folk Rock, Country",US,"Willie Nelson, Johnny Cash, Kris Kristofferson, Merle Haggard, David Allan Coe",A2,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/b6/f7/49/b6f749c6-5d5c-cc69-73ec-4c7f26358a2c/828765726726.jpg/600x600bb.jpg,Been Filled
Record,Perspex Island,Robyn Hitchcock and the Egyptians,1991,"Alternative Rock, Psychedelic Rock, Jangle Pop",US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e5/35/d5/e535d51c-93c8-fe63-a421-25eb863aa441/23UMGIM36971.rgb.jpg/600x600bb.jpg,Been Filled
Record,Queen Elvis,Robyn Hitchcock and the Egyptians,1989,Alternative Rock,US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/5d/80/0e/5d800e46-3141-4e0d-feb2-1c443fa0b0cc/23UMGIM37052.rgb.jpg/600x600bb.jpg,Been Filled
Record,One Long Pair of Eyes,Robyn Hitchcock,1989,Rock,US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/5d/80/0e/5d800e46-3141-4e0d-feb2-1c443fa0b0cc/23UMGIM37052.rgb.jpg/600x600bb.jpg,Been Filled
Record,Ocean Side,Robyn Hitchcock and the Egyptians,1991,Alternative Rock,US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A2,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/90/42/9d/90429d1a-b6ef-da95-f2b2-63f3d4003dde/00731454057028.rgb.jpg/600x600bb.jpg,Been Filled
Record,Hot Air,Jackdaw with Crowbar,1988,"Alternative Rock, Dub",UK,"The Pop Group, The Slits, The Raincoats, The Fall, The Mekons",A2,https://lastfm.freetls.fastly.net/i/u/300x300/980e842c0af849f8bccd6c65b99674de.jpg,Been Filled
Record,Love American Style,Honeymoon Killers,1985,Alternative Rock,US,"The Gun Club, The Cramps, The Fuzztones, The Lyres, The Fleshtones",A2,https://i.discogs.com/uRertOgDQjv4NP64wKoArClUgtmca5duROtBS8NHjrI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDkw/NzQtMTI5NDg1OTcy/NS5qcGVn.jpeg,Been Filled
Record,Heaven,Robyn Hitchcock and the Egyptians,1985,Rock,UK,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b7/90/b5/b790b51e-1387-ac3f-8db4-0b6ad64bdeab/199538619188.jpg/600x600bb.jpg,Been Filled
Record,Often Dream of Trains,Robyn Hitchcock,1984,"Alternative Rock, Acoustic, Experimental",UK,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/4d/83/cc/4d83ccbd-8a7d-8647-b574-315e10bd20f3/634457261228.jpg/600x600bb.jpg,Been Filled
Record,Every Day is a Holiday,The Holidays,1990,Alternative Rock,US,"The Replacements, The Pixies, Dinosaur Jr., The Lemonheads, The Feelies",A3,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/4f/aa/82/4faa8252-4169-17a6-5472-aae0b078833e/859766177712_cover.jpg/600x600bb.jpg,Been Filled
Record,Messenger of the Gods,Mofungo,1986,Avantgarde,US,"Sonic Youth, Swans, Big Black, The Jesus Lizard, Shellac",A3,https://i.discogs.com/u6rI0MBGqPBe3tmCC33iZFjb5338P8jKhkW6dGGmelk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDQx/NzYtMTIxMTM2Mjk0/Ni5qcGVn.jpeg,Been Filled
Record,Bradley's Barn,Beau Brummels,1968,"Folk Rock, Country Rock, Psychedelic Rock",US,"The Byrds, The Flying Burrito Brothers, The Buffalo Springfield, The Lovin' Spoonful, The Mamas & The Papas",A3,https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d12/h13/s06.vvovcvho.jpg/600x600bb.jpg,Been Filled
Record,Best Of,Beau Brummels,1981,"Folk Rock, Country Rock",US,"The Byrds, The Flying Burrito Brothers, The Buffalo Springfield, The Lovin' Spoonful, The Mamas & The Papas",A3,https://is1-ssl.mzstatic.com/image/thumb/Music/2e/94/19/mzi.jqzlfbbm.jpg/600x600bb.jpg,Been Filled
Record,Axe Victim,Be-bop Deluxe,1974,"Art Rock, Prog Rock, Glam",UK,"Roxy Music, David Bowie, T. Rex, Mott the Hoople, Sparks",A3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/7e/fd/96/7efd9622-11c3-87f5-c507-4a67c0df8863/5037300817293.jpg/600x600bb.jpg,Been Filled
Record,Last in Austin,Mark Benno,1979,"Blues Rock, Texas Blues",US,"Stevie Ray Vaughan, Johnny Winter, ZZ Top, The Fabulous Thunderbirds, Jimmie Vaughan",A3,https://i.discogs.com/LUMNGANQ5deugI9x0etyOI9-U953NsmzvrQvcPufCr0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTY4/NzYtMTI5MjM1OTkx/MC5qcGVn.jpeg,Been Filled
Record,The Hometown Band,The Hometown Band,1976,Folk Rock,Canada,"The Band, The Guess Who, The Tragically Hip, The Sheepdogs, Blue Rodeo",A3,https://is1-ssl.mzstatic.com/image/thumb/Music/50/20/46/mzi.pkzbieec.jpg/600x600bb.jpg,Been Filled
Record,Bout with the Blues,Catfish Hodge,1981,Blues Rock,US,"Stevie Ray Vaughan, Johnny Winter, ZZ Top, The Fabulous Thunderbirds, Jimmie Vaughan",A3,https://i.discogs.com/LFM4mnbtq6U6_LXhGSa2lvoWKf_UEt2-2DKLqIMeK1g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjI2/NjQtMTMzNDM3MzEy/NC5qcGVn.jpeg,Been Filled
Record,Eye,Robyn Hitchcock,1990,"Psychedelic Rock, Indie Rock",US,"The Soft Boys, XTC, The dB's, The Feelies, The Bongos",A3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/4b/89/00/4b8900fe-b224-b45a-ef8d-9d06b6821c26/634457261327.jpg/600x600bb.jpg,Been Filled
Record,Heart Don't Lie,La Toya Jackson,1984,"Funk, Synth-pop, Disco",US,"Janet Jackson, Madonna, Prince, Michael Jackson, Diana Ross",A3,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/f0/da/bb/f0dabbbc-64eb-f6a8-a85b-e98e63a8f612/886444356329.jpg/600x600bb.jpg,Been Filled
Record,Imagination,La Toya Jackson,1986,"Synth-pop, Funk",US,"Janet Jackson, Madonna, Prince, Michael Jackson, Diana Ross",A3,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/1a/11/38/1a113809-6344-2417-46a8-932c48c0203f/886444356381.jpg/600x600bb.jpg,Been Filled
Record,Evening Standards,Jags,1980,"New Wave, Power Pop",US,"The Jam, The Undertones, The Chords, The Lambrettas, Secret Affair",A3,https://i.discogs.com/xSZribHv0XXrRuBr8X1m8ZLL2O-Sb_H31JyavnkAxAo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MDU4/ODgtMTM3ODE5MjU5/NC04MTIyLmpwZWc.jpeg,Been Filled
